WKT,nama,deskripsi
"POLYGON ((106.8509219 -6.2327628, 106.8505786 -6.2334454, 106.8507288 -6.2342986, 106.8515227 -6.2349172, 106.8525956 -6.2358558, 106.8523596 -6.2372849, 106.8518661 -6.2387141, 106.8517159 -6.2401005, 106.8526815 -6.2420843, 106.8530677 -6.2422336, 106.8538831 -6.2419136, 106.8531964 -6.2409538, 106.8530462 -6.2395886, 106.8534754 -6.2381168, 106.8536256 -6.2366876, 106.8533252 -6.2347039, 106.8528746 -6.2348105, 106.8525742 -6.2335307, 106.8521236 -6.2336374, 106.8513725 -6.2335307, 106.8513725 -6.2330828, 106.8509219 -6.2327628))",Echo park ,
