WKT,nama,deskripsi
"POLYGON ((110.4115845 -7.8566506, 110.3700425 -7.8814772, 110.3655793 -7.8909993, 110.3607727 -7.9124233, 110.3696991 -7.9447271, 110.3765656 -7.9528877, 110.4359604 -7.9596881, 110.471666 -7.942687, 110.4819657 -7.9093628, 110.4634262 -7.872635, 110.4345871 -7.8563105, 110.4115845 -7.8566506))",DI Yogyakarta,
