WKT,nama,deskripsi
"POLYGON ((106.7313277 -6.1218645, 106.7258345 -6.1833067, 106.7636 -6.2454242, 106.7718398 -6.2863768, 106.8302046 -6.2979795, 106.8878829 -6.3102644, 106.9517409 -6.2979795, 106.9531142 -6.2269945, 106.9421279 -6.182624, 106.9229018 -6.107527, 106.8885695 -6.1041133, 106.8913161 -6.1314227, 106.839131 -6.1252782, 106.7931258 -6.1341535, 106.7313277 -6.1218645))",Kota DKI Jakarta,
