WKT,nama,deskripsi
"POLYGON ((106.8160296 -6.304901, 106.816845 -6.3067352, 106.8167162 -6.3079295, 106.8156862 -6.3087826, 106.8162441 -6.3104889, 106.8176174 -6.3108301, 106.8177891 -6.3147544, 106.8162871 -6.3150103, 106.8163729 -6.3159061, 106.8175745 -6.3160767, 106.8190766 -6.3170577, 106.8213082 -6.3174843, 106.822896 -6.3171857, 106.8237114 -6.3177402, 106.8246555 -6.3176549, 106.8257713 -6.3115126, 106.8267155 -6.3108728, 106.8267584 -6.3087826, 106.8244839 -6.308612, 106.8246126 -6.3065646, 106.822381 -6.3065646, 106.8187761 -6.3055408, 106.8171883 -6.3049436, 106.8160296 -6.304901))",Ragunan,
